window_start,device_mac,pkt_count,byte_count,mean_iat,std_iat,arp_req_count,arp_req_rate,arp_reply_count,arp_reply_rate,broadcast_ratio,avg_response_latency,send_recv_ratio
1785313393.519992,08:00:27:5a:87:bc,1216,51772,0.008210035410437565,0.048000438588045466,1188,118.8,22,2.2,0.9802631578947368,,215.71666666666667
1785313393.519992,08:00:27:8a:0d:75,5,474,1.80852472782135,1.9472591839482234,1,0.1,0,0.0,0.0,,0.42857142857142855
1785313393.519992,08:00:27:a5:9e:2d,5,474,1.8059634566307068,1.949717207996516,0,0.0,1,0.1,0.0,0.00016570091247558594,0.42857142857142855
1785313403.519992,08:00:27:5a:87:bc,240,10196,0.0066956825336153035,0.012517989229711457,235,23.5,0,0.0,1.0,,10.0
1785313403.519992,08:00:27:8a:0d:75,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313403.519992,08:00:27:a5:9e:2d,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313413.519992,08:00:27:5a:87:bc,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313413.519992,08:00:27:8a:0d:75,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313413.519992,08:00:27:a5:9e:2d,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313423.519992,08:00:27:5a:87:bc,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313423.519992,08:00:27:8a:0d:75,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313423.519992,08:00:27:a5:9e:2d,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313433.519992,08:00:27:5a:87:bc,0,0,,,0,0.0,0,0.0,0.0,,0.0
1785313433.519992,08:00:27:8a:0d:75,0,0,,,0,0.0,0,0.0,0.0,,0.0
